0;1;1;1;land;false;unknown;0
1;189;151;231;land;false;urban;1
2;82;209;242;land;false;plains;1
3;164;252;114;land;false;plains;1
4;193;190;213;land;false;mountain;1
5;213;143;153;land;false;plains;1
6;133;179;240;land;false;plains;1
7;209;155;175;land;false;plains;1
8;249;241;87;land;false;mountain;1
9;125;223;159;land;false;marsh;1
10;180;237;228;land;false;plains;1
11;230;223;153;land;false;mountain;1
12;253;180;162;land;false;plains;1
13;232;184;222;land;false;plains;1
14;93;231;227;land;false;marsh;1
15;170;182;176;land;false;mountain;1
16;208;241;64;land;false;plains;1
17;252;221;57;land;false;plains;1
18;247;245;87;land;false;plains;1
19;170;168;166;land;false;urban;1
20;139;223;149;land;false;plains;1
21;253;244;59;land;false;mountain;1
22;243;108;210;land;false;mountain;1
23;189;154;194;land;false;plains;1
24;200;176;247;land;false;plains;1
25;156;159;200;land;false;plains;1
26;162;179;201;land;false;plains;1
27;244;157;207;land;false;mountain;1
28;160;165;205;land;false;plains;1
29;224;226;176;land;false;plains;1
30;249;121;151;land;false;urban;1
31;211;243;186;land;false;mountain;1
32;225;223;170;land;false;marsh;1
33;236;118;207;land;false;plains;1
34;112;245;154;land;false;mountain;1
35;150;250;199;land;false;mountain;1
36;207;196;152;land;false;plains;1
37;228;84;254;land;false;plains;1
38;221;145;251;land;false;urban;1
39;200;221;168;land;false;mountain;1
40;114;207;222;land;false;plains;1
41;216;212;92;land;false;plains;1
42;245;109;156;land;false;plains;1
43;239;204;211;land;false;plains;1
44;235;88;239;land;false;mountain;1
45;156;185;212;land;false;urban;1
46;124;242;175;land;false;plains;1
47;223;134;202;land;false;plains;1
48;121;254;140;land;false;plains;1
49;251;131;209;land;false;mountain;1
50;61;237;240;land;false;plains;1
51;78;244;181;land;false;plains;1
52;191;130;200;land;false;urban;1
53;254;70;234;land;false;urban;1
54;145;204;221;land;false;plains;1
55;182;237;211;land;false;plains;1
56;175;248;241;land;false;plains;1
57;242;253;27;land;false;plains;1
58;116;206;253;land;false;urban;1
59;242;162;182;land;false;plains;1
60;195;241;197;land;false;plains;1
61;116;193;204;land;false;plains;1
62;232;242;239;land;false;plains;1
63;247;108;198;land;false;plains;1
64;230;174;155;land;false;plains;1
65;127;252;160;land;false;plains;1
66;254;56;200;land;false;plains;1
67;219;163;201;land;false;plains;1
68;232;249;203;land;false;urban;1
69;245;198;144;land;false;urban;1
70;254;201;228;land;false;mountain;1
71;165;148;247;land;false;plains;1
72;219;125;185;land;false;marsh;1
73;149;181;220;land;false;plains;1
74;194;238;100;land;false;urban;1
75;254;73;197;land;false;plains;1
76;145;147;240;land;false;plains;1
77;246;120;254;land;false;marsh;1
78;124;199;204;land;false;urban;1
79;108;189;205;land;false;plains;1
80;239;250;131;land;false;plains;1
81;252;107;223;land;false;plains;1
82;233;156;181;land;false;plains;1
83;210;93;245;land;false;mountain;1
84;100;216;248;land;false;plains;1
85;195;140;204;land;false;plains;1
86;186;254;251;land;false;urban;1
87;181;232;230;land;false;plains;1
88;230;71;223;land;false;plains;1
89;251;232;198;land;false;plains;1
90;140;150;250;land;false;urban;1
91;245;228;82;land;false;plains;1
92;186;203;193;land;false;plains;1
93;236;235;116;land;false;plains;1
94;249;120;149;land;false;plains;1
95;110;218;244;land;false;urban;1
96;94;223;238;land;false;plains;1
97;176;203;145;land;false;urban;1
98;232;193;130;land;false;plains;1
99;160;184;234;land;false;plains;1
100;225;231;54;land;false;urban;1
101;205;168;200;land;false;plains;1
102;245;161;254;land;false;plains;1
103;195;229;205;land;false;plains;1
104;197;106;201;land;false;plains;1
105;143;141;228;land;false;plains;1
106;97;245;232;land;false;plains;1
107;254;201;87;land;false;plains;1
108;176;173;234;land;false;mountain;1
109;253;178;189;land;false;plains;1
110;208;120;191;land;false;mountain;1
111;142;205;208;land;false;plains;1
112;244;193;182;land;false;plains;1
113;237;84;219;land;false;mountain;1
114;121;150;242;land;false;plains;1
115;182;143;232;land;false;plains;1
116;93;224;191;land;false;plains;1
117;201;205;111;land;false;plains;1
118;239;60;241;land;false;mountain;1
119;246;93;185;land;false;urban;1
120;205;60;239;land;false;plains;1
121;145;158;221;land;false;plains;1
122;236;125;159;land;false;plains;1
123;244;143;163;land;false;plains;1
124;183;223;133;land;false;plains;1
125;242;155;153;land;false;plains;1
126;62;243;249;land;false;mountain;1
127;227;178;228;land;false;plains;1
128;217;220;189;land;false;plains;1
129;195;168;205;land;false;plains;1
130;235;228;254;land;false;plains;1
131;192;88;236;land;false;plains;1
132;122;179;230;land;false;plains;1
133;185;227;96;land;false;mountain;1
134;121;212;169;land;false;plains;1
135;197;253;84;land;false;urban;1
136;199;193;193;land;false;urban;1
137;104;248;181;land;false;plains;1
138;238;95;198;land;false;mountain;1
139;235;235;75;land;false;mountain;1
140;253;196;219;land;false;urban;1
141;228;197;180;land;false;plains;1
142;137;208;174;land;false;plains;1
143;38;252;228;land;false;plains;1
144;164;186;236;land;false;hills;1
145;243;158;105;land;false;mountain;1
146;234;180;106;land;false;mountain;1
147;191;144;170;land;false;plains;1
148;232;187;175;land;false;plains;1
149;216;159;179;land;false;mountain;1
150;229;188;100;land;false;plains;1
151;206;217;115;land;false;hills;1
152;244;116;171;land;false;urban;1
153;223;201;176;land;false;plains;1
154;174;124;251;land;false;plains;1
155;230;193;154;land;false;mountain;1
156;160;169;211;land;false;marsh;1
157;158;119;254;land;false;plains;1
158;226;113;189;land;false;urban;1
159;197;219;246;land;false;urban;1
160;67;248;238;land;false;mountain;1
161;111;204;202;land;false;plains;1
162;180;207;242;land;false;plains;1
163;216;239;54;land;false;marsh;1
164;246;106;153;land;false;plains;1
165;204;215;150;land;false;plains;1
166;245;244;97;land;false;mountain;1
167;175;188;242;land;false;plains;1
168;189;74;240;land;false;plains;1
169;149;149;238;land;false;plains;1
170;143;189;245;land;false;plains;1
171;128;184;221;land;false;urban;1
172;253;168;235;land;false;plains;1
173;82;235;225;land;false;plains;1
174;239;183;147;land;false;mountain;1
175;248;178;137;land;false;urban;1
176;213;90;237;land;false;mountain;1
177;152;122;254;land;false;plains;1
178;195;208;237;land;false;plains;1
179;219;226;229;land;false;plains;1
180;237;167;106;land;false;plains;1
181;151;208;244;land;false;urban;1
182;158;230;129;land;false;plains;1
183;158;254;173;land;false;marsh;1
184;213;119;198;land;false;mountain;1
185;217;130;233;land;false;plains;1
186;237;191;172;land;false;mountain;1
187;244;160;186;land;false;mountain;1
188;87;218;197;land;false;plains;1
189;217;159;154;land;false;plains;1
190;232;164;197;land;false;plains;1
191;235;184;208;land;false;plains;1
192;201;238;145;land;false;plains;1
193;233;220;217;land;false;mountain;1
194;230;243;195;land;false;plains;1
195;79;253;206;land;false;plains;1
196;242;203;211;land;false;urban;1
197;228;148;197;land;false;plains;1
198;183;183;140;land;false;plains;1
199;124;141;241;land;false;urban;1
200;200;163;243;land;false;plains;1
201;228;247;233;land;false;mountain;1
202;102;251;173;land;false;plains;1
203;237;223;150;land;false;mountain;1
204;226;48;228;land;false;plains;1
205;237;107;253;land;false;plains;1
206;176;197;205;land;false;plains;1
207;243;189;161;land;false;mountain;1
208;176;244;82;land;false;plains;1
209;236;203;176;land;false;plains;1
210;227;230;184;land;false;plains;1
211;155;146;207;land;false;plains;1
212;201;137;206;land;false;plains;1
213;212;222;136;land;false;plains;1
214;181;254;107;land;false;urban;1
215;199;98;253;land;false;plains;1
216;125;225;155;land;false;plains;1
217;203;182;213;land;false;plains;1
218;199;166;239;land;false;plains;1
219;184;113;254;land;false;plains;1
220;230;197;211;land;false;mountain;1
221;157;221;153;land;false;plains;1
222;114;170;244;land;false;plains;1
223;187;115;238;land;false;plains;1
224;153;231;199;land;false;plains;1
225;199;123;251;land;false;plains;1
226;177;184;233;land;false;mountain;1
227;198;159;156;land;false;plains;1
228;228;120;205;land;false;plains;1
229;181;213;249;land;false;urban;1
230;187;220;180;land;false;marsh;1
231;225;230;151;land;false;plains;1
232;212;251;52;land;false;plains;1
233;99;209;237;land;false;plains;1
234;138;214;200;land;false;plains;1
235;219;232;248;land;false;plains;1
236;242;233;215;land;false;plains;1
237;162;241;138;land;false;plains;1
238;229;225;123;land;false;urban;1
239;252;187;85;land;false;plains;1
240;235;144;249;land;false;urban;1
241;242;64;225;land;false;plains;1
242;234;160;185;land;false;plains;1
243;246;193;72;land;false;plains;1
244;93;203;205;land;false;urban;1
245;177;250;174;land;false;plains;1
246;244;166;237;land;false;plains;1
247;118;250;220;land;false;mountain;1
248;115;189;228;land;false;plains;1
249;158;226;145;land;false;urban;1
250;241;205;98;land;false;plains;1
