1;arms_factory;4739.00;11.80;1981.00;5.95;0
1;arms_factory;4823.00;11.73;1956.00;1.23;0
1;arms_factory;4778.00;11.90;1965.00;3.89;0
1;arms_factory;4795.00;11.25;1992.00;1.73;0
1;arms_factory;4812.00;12.30;1969.00;1.83;0
1;arms_factory;4726.00;12.38;1969.00;5.96;0
1;industrial_complex;4805.00;12.20;1946.00;3.80;0
1;industrial_complex;4684.00;11.38;1927.00;5.00;0
1;industrial_complex;4731.00;12.30;1944.00;1.74;0
1;industrial_complex;4757.00;11.12;1986.00;4.40;0
1;industrial_complex;4855.00;11.68;1926.00;2.24;0
1;industrial_complex;4683.00;10.05;1905.00;3.45;0
1;air_base;4789.00;11.98;1972.00;0.18;0
1;supply_node;4738.00;12.25;1975.00;3.68;0
1;supply_node;4864.00;11.98;1930.00;0.34;0
1;supply_node;4813.00;11.78;1950.00;3.27;0
1;supply_node;4690.00;10.43;1909.00;5.86;0
1;supply_node;4771.00;10.93;1990.00;2.51;0
1;supply_node;4788.00;12.20;1958.00;3.99;0
1;supply_node;4684.00;11.35;1925.00;1.75;0
1;supply_node;4796.00;11.48;1983.00;4.68;0
1;supply_node;4717.00;11.10;1927.00;6.16;0
1;supply_node;4730.00;12.35;1948.00;3.92;0
1;supply_node;4757.00;13.03;1952.00;5.40;0
1;supply_node;4761.00;11.62;1976.00;2.05;0
1;supply_node;4824.00;12.05;1967.00;6.09;0
1;supply_node;4840.00;11.30;1942.00;1.29;0
1;supply_node;4704.00;11.45;1935.00;4.22;0
1;bunker;4763.00;12.07;1969.00;0.25;0
1;bunker;4780.00;11.60;1973.00;2.92;0
1;bunker;4806.00;12.32;1953.00;5.58;0
1;bunker;4744.00;12.35;1975.00;0.85;0
1;bunker;4702.00;10.80;1918.00;4.98;0
1;bunker;4722.00;11.40;1927.00;6.19;0
1;bunker;4759.00;10.90;1993.00;2.92;0
1;bunker;4802.00;11.50;1984.00;5.59;0
1;bunker;4741.00;12.82;1943.00;1.97;0
1;bunker;4859.00;11.60;1926.00;4.63;0
1;bunker;4761.00;13.30;1943.00;1.37;0
1;bunker;4686.00;10.32;1900.00;4.03;0
1;bunker;4845.00;11.50;1955.00;0.41;0
1;bunker;4817.00;12.20;1975.00;4.54;0
1;bunker;4693.00;11.20;1924.00;4.64;0
1;anti_air_building;4816.00;12.25;1974.00;2.48;0
1;anti_air_building;4732.00;11.95;1973.00;5.15;0
1;anti_air_building;4806.00;12.20;1950.00;2.98;0
1;synthetic_refinery;4688.00;11.45;1935.00;3.09;0
1;fuel_silo;4756.00;13.20;1949.00;0.92;0
1;radar_station;4775.00;12.62;1949.00;3.95;0
1;rocket_site;4858.00;11.73;1930.00;5.15;0
1;nuclear_reactor;4693.00;10.65;1909.00;2.99;0
2;arms_factory;1774.00;10.98;1831.00;3.89;0
2;arms_factory;1825.00;12.10;1868.00;1.73;0
2;arms_factory;1839.00;12.30;1885.00;1.83;0
2;arms_factory;1791.00;10.80;1840.00;5.96;0
2;arms_factory;1811.00;11.95;1879.00;3.80;0
2;arms_factory;1841.00;12.30;1896.00;5.00;0
2;industrial_complex;1771.00;10.07;1876.00;1.74;0
2;industrial_complex;1795.00;10.90;1839.00;4.40;0
2;industrial_complex;1886.00;11.40;1928.00;2.24;0
2;industrial_complex;1889.00;11.20;1785.00;3.45;0
2;industrial_complex;1793.00;10.75;1851.00;0.18;0
2;industrial_complex;1842.00;12.48;1922.00;2.85;0
2;air_base;1877.00;11.40;1795.00;5.52;0
2;supply_node;1778.00;10.70;1836.00;3.27;0
2;supply_node;1803.00;9.93;1945.00;5.86;0
2;supply_node;1772.00;10.48;1916.00;2.51;0
2;supply_node;1870.00;12.30;1879.00;3.99;0
2;supply_node;1829.00;10.03;1810.00;1.75;0
2;supply_node;1787.00;11.65;1892.00;4.68;0
2;supply_node;1879.00;12.15;1853.00;6.16;0
2;supply_node;1843.00;12.35;1925.00;3.92;0
2;supply_node;1872.00;12.80;1904.00;5.40;0
2;supply_node;1829.00;11.95;1854.00;2.05;0
2;supply_node;1826.00;12.57;1911.00;6.09;0
2;supply_node;1806.00;11.45;1792.00;1.29;0
2;supply_node;1850.00;12.60;1866.00;4.22;0
2;supply_node;1881.00;12.00;1822.00;0.52;0
2;supply_node;1855.00;9.75;1815.00;3.46;0
2;supply_node;1853.00;11.18;1839.00;4.94;0
2;supply_node;1778.00;9.98;1944.00;2.70;0
2;supply_node;1850.00;11.62;1946.00;5.64;0
2;supply_node;1869.00;11.98;1932.00;0.83;0
2;supply_node;1779.00;10.85;1867.00;4.87;0
2;supply_node;1875.00;11.20;1795.00;0.06;0
2;supply_node;1801.00;10.90;1817.00;3.00;0
2;supply_node;1841.00;12.20;1887.00;0.76;0
2;supply_node;1886.00;11.40;1926.00;2.24;0
2;supply_node;1805.00;12.05;1862.00;5.17;0
2;supply_node;1824.00;10.65;1830.00;1.48;0
2;supply_node;1823.00;11.68;1940.00;4.41;0
2;supply_node;1786.00;11.50;1798.00;1.06;0
2;supply_node;1770.00;11.20;1801.00;3.64;0
2;supply_node;1794.00;10.05;1926.00;0.30;0
2;supply_node;1804.00;11.73;1912.00;1.78;0
2;supply_node;1851.00;12.65;1905.00;5.82;0
2;supply_node;1886.00;11.75;1890.00;2.47;0
2;supply_node;1815.00;12.65;1892.00;3.95;0
2;supply_node;1822.00;12.05;1875.00;1.71;0
2;supply_node;1803.00;10.90;1841.00;3.19;0
2;supply_node;1848.00;9.90;1792.00;6.13;0
2;supply_node;1827.00;10.60;1789.00;3.88;0
2;bunker;1889.00;12.18;1812.00;3.59;0
2;bunker;1786.00;10.18;1921.00;1.43;0
2;bunker;1782.00;11.45;1801.00;2.65;0
2;bunker;1825.00;12.40;1918.00;0.48;0
2;bunker;1826.00;11.88;1936.00;2.04;0
2;bunker;1874.00;12.00;1858.00;4.71;0
2;bunker;1843.00;9.82;1809.00;1.09;0
2;bunker;1862.00;12.32;1886.00;5.21;0
2;bunker;1853.00;12.55;1898.00;1.95;0
2;bunker;1799.00;11.00;1819.00;3.15;0
2;bunker;1809.00;10.95;1800.00;0.99;0
2;bunker;1873.00;12.50;1892.00;3.66;0
2;bunker;1774.00;10.85;1820.00;5.22;0
2;bunker;1835.00;9.90;1829.00;1.60;0
2;bunker;1793.00;11.35;1911.00;5.72;0
2;bunker;1796.00;11.50;1882.00;5.82;0
2;bunker;1794.00;11.48;1874.00;3.66;0
